subject,n_test,accuracy,balanced_acc,macro_f1,n_ref,eval
S16,315,0.8571428571428571,0.881578947368421,0.8565646344548443,75,fixed
S17,326,0.754601226993865,0.7037037037037037,0.7028935976304398,75,fixed
S2,295,0.7491525423728813,0.6759214237090343,0.6775670565993146,75,fixed
S3,301,0.7541528239202658,0.6864406779661016,0.6875140291806958,75,fixed
S4,304,1.0,1.0,1.0,75,fixed
S5,314,0.9681528662420382,0.9661710838181427,0.9661710838181427,75,fixed
S6,312,0.9647435897435898,0.9696897581238371,0.9633423410913985,75,fixed
S7,311,0.9678456591639871,0.9576271186440678,0.9652498435684276,75,fixed
S8,312,0.9839743589743589,0.9798387096774194,0.9831502543663524,75,fixed
S9,311,0.9839228295819936,0.9789915966386555,0.9828436510475854,75,fixed
S10,351,0.9002849002849003,0.9175925925925925,0.8983845752996352,75,per_n
S11,342,0.8976608187134503,0.8611111111111112,0.8818816053049665,75,per_n
S13,342,0.8888888888888888,0.8658996744598993,0.8760680500457736,75,per_n
S14,342,0.6929824561403509,0.5833333333333334,0.5450917797286512,75,per_n
S15,343,0.7638483965014577,0.8116279069767443,0.763776113184767,75,per_n
S16,340,0.8676470588235294,0.8953488372093024,0.8652872551177635,75,per_n
S17,351,0.7720797720797721,0.7037037037037037,0.7113486842105263,75,per_n
S2,320,0.76875,0.6765850113291436,0.6863742318287773,75,per_n
S3,326,0.7730061349693251,0.6864406779661016,0.6960947341899723,75,per_n
S4,329,1.0,1.0,1.0,75,per_n
S5,339,0.9705014749262537,0.9676279602750191,0.9676279602750191,75,per_n
S6,337,0.9673590504451038,0.9727196204468932,0.9650852853361966,75,per_n
S7,336,0.9702380952380952,0.9576271186440678,0.9666653438628517,75,per_n
S8,337,0.9851632047477745,0.9798387096774194,0.9839114701192556,75,per_n
S9,336,0.9851190476190477,0.9789915966386555,0.9835756254460488,75,per_n
S10,326,0.9202453987730062,0.9221640488656195,0.9184780517831724,100,fixed
S11,317,0.804416403785489,0.753968253968254,0.7670222854433381,100,fixed
S13,317,0.9022082018927445,0.8966237673407988,0.8971952839761898,100,fixed
S14,317,0.6656151419558359,0.5793650793650793,0.5283797439928138,100,fixed
S15,318,0.8270440251572327,0.8552631578947368,0.82696017808558,100,fixed
S16,315,0.8476190476190476,0.8736842105263158,0.8471739306218161,100,fixed
S17,326,0.7085889570552147,0.6481481481481481,0.6289907157831686,100,fixed
S2,295,0.7627118644067796,0.6936205387532821,0.6998546511627908,100,fixed
S3,301,0.7441860465116279,0.673728813559322,0.6709541860101935,100,fixed
S4,304,1.0,1.0,1.0,100,fixed
S5,314,0.9840764331210191,0.9855419090713209,0.983166607696184,100,fixed
S6,312,0.8589743589743589,0.8833023235688633,0.8578293289146645,100,fixed
S7,311,0.9517684887459807,0.9430271362079565,0.9481649388312944,100,fixed
S8,312,0.9807692307692307,0.9758064516129032,0.9797499026437627,100,fixed
S9,311,0.9871382636655949,0.9831932773109244,0.9862983522777338,100,fixed
S10,326,0.9202453987730062,0.9221640488656195,0.9184780517831724,100,per_n
S11,317,0.804416403785489,0.753968253968254,0.7670222854433381,100,per_n
S13,317,0.9022082018927445,0.8966237673407988,0.8971952839761898,100,per_n
S14,317,0.6656151419558359,0.5793650793650793,0.5283797439928138,100,per_n
S15,318,0.8270440251572327,0.8552631578947368,0.82696017808558,100,per_n
S16,315,0.8476190476190476,0.8736842105263158,0.8471739306218161,100,per_n
S17,326,0.7085889570552147,0.6481481481481481,0.6289907157831686,100,per_n
S2,295,0.7627118644067796,0.6936205387532821,0.6998546511627908,100,per_n
