subject,n_test,accuracy,balanced_acc,macro_f1
S10,426,0.7253521126760564,0.5869878728285808,0.5290117982208605
S11,417,0.8249400479616307,0.6741621360977087,0.678029663218044
S13,417,0.7817745803357314,0.6179227328956133,0.5693070556809517
S14,417,0.5587529976019184,0.42275600505689,0.4170794017514725
S15,418,0.7607655502392344,0.7106379056047197,0.6899904669816174
S16,415,0.8771084337349397,0.834143436578171,0.8256035690844907
S17,426,0.7582159624413145,0.6748783500995891,0.7212840648118655
S2,395,0.6329113924050633,0.4763995764116991,0.45188807656235336
S3,401,0.6533665835411472,0.4589229254133624,0.43584058218204563
S4,404,0.8242574257425742,0.6576576576576577,0.6097391992873756
S5,414,0.7946859903381642,0.6106442577030813,0.5840978593272171
S6,412,0.9174757281553398,0.8303877940241576,0.8619851821432848
S7,411,0.9367396593673966,0.9006987808504311,0.9188769414575866
S8,412,0.8033980582524272,0.6209677419354839,0.5910959445931091
S9,411,0.8248175182481752,0.6573820582112885,0.6064320479318036
