n_ref,n_window_s,hr_floor_s,warmup_s,warmup_binding,fallback_rate,task,model,feature_set,n_features,fixed_bal_mean,fixed_bal_sd,fixed_bal_min,fixed_bal_p10,fixed_macro_f1_mean,fixed_n_test_total,fixed_n_folds,per_n_bal_mean,per_n_bal_sd,per_n_bal_min,per_n_bal_p10,per_n_macro_f1_mean,per_n_n_test_total,per_n_n_folds
10,105.0,0.0,105.0,n_window,0.11296296296296296,binary,rf,eda_only,10,0.8173242429535688,0.16616487172313768,0.5,0.5758813263525305,0.7931657442102087,4696,15,0.8343119633835638,0.1584059122425549,0.5,0.6007400509095424,0.8150649783012663,6046,15
15,130.0,0.0,130.0,n_window,0.08333333333333333,binary,rf,eda_only,10,0.7792436446457761,0.18277852805063197,0.5,0.5415770609318996,0.7513107954119401,4696,15,0.7916989179827308,0.1836336773794361,0.5,0.5415770609318996,0.77021287744858,5971,15
20,155.0,0.0,155.0,n_window,0.07222222222222222,binary,rf,eda_only,10,0.7762683063044002,0.1802837954553866,0.4945054945054945,0.5461780104712042,0.7410476857887803,4696,15,0.7974913443674979,0.17167798337005954,0.4961832061068702,0.5708474576271186,0.7688848943905875,5896,15
25,180.0,0.0,180.0,n_window,0.06851851851851852,binary,rf,eda_only,10,0.8050596318358776,0.18174880726498355,0.4945054945054945,0.5456860300839359,0.7759820568184242,4696,15,0.817133064963634,0.18048597240861264,0.4961089494163424,0.5477527151211362,0.7909752012773287,5821,15
30,205.0,0.0,205.0,n_window,0.06851851851851852,binary,rf,eda_only,10,0.8059348970339564,0.18038628107701526,0.4945054945054945,0.51701986204604,0.7774178821770694,4696,15,0.8114880881715673,0.1802169954592212,0.49603174603174605,0.5192665571975916,0.7840567812796497,5746,15
40,255.0,0.0,255.0,n_window,0.06851851851851852,binary,rf,eda_only,10,0.8224566218225361,0.16882899931662296,0.5259259259259259,0.5478278759958786,0.8017412073776431,4696,15,0.8272921521893138,0.16858379167581009,0.5259259259259259,0.5485787990054111,0.8084815496366582,5596,15
50,305.0,0.0,305.0,n_window,0.07037037037037037,binary,rf,eda_only,10,0.8396386469845659,0.17160491809457057,0.5259259259259259,0.5546586488925367,0.822208854423489,4696,15,0.8448522514956021,0.1720847849916518,0.5259259259259259,0.5575914550449123,0.8302400809917864,5446,15
75,430.0,0.0,430.0,n_window,0.08333333333333333,binary,rf,eda_only,10,0.8549904309006096,0.1338223006353306,0.5833333333333334,0.6801291254118612,0.8489360454605805,4696,15,0.8572298569575991,0.13456410477646544,0.5833333333333334,0.6805272779839269,0.8527448475966805,5071,15
100,555.0,0.0,555.0,n_window,0.07777777777777778,binary,rf,eda_only,10,0.8444958077462349,0.13898962816150282,0.5793650793650793,0.6583804143126177,0.8360145438148467,4696,15,0.8444958077462349,0.13898962816150282,0.5793650793650793,0.6583804143126177,0.8360145438148467,4696,15
