feature,importance_mean,importance_sd
eda_scl_mean,0.2034770969911201,0.0076923321969146075
eda_scr_amp_sum,0.1414430124934404,0.004875510593472998
eda_range,0.11205994774802909,0.008632467982998783
eda_scr_count,0.1087699112231087,0.006545709070258467
eda_scr_sd,0.10171847645061784,0.007416162343042018
eda_scl_sd,0.08825071572272253,0.006852351216941136
eda_slope,0.0872396983225167,0.004606967043692185
eda_scr_amp_mean,0.07209229818939424,0.007469422130225846
eda_scr_duration_sum,0.04775121462543144,0.007230476299510737
eda_scr_risetime_mean,0.03719762823361902,0.0026688676183167287
