n_ref,n_window_s,hr_floor_s,warmup_s,warmup_binding,fallback_rate,task,model,feature_set,n_features,fixed_bal_mean,fixed_bal_sd,fixed_bal_min,fixed_bal_p10,fixed_macro_f1_mean,fixed_n_test_total,fixed_n_folds,per_n_bal_mean,per_n_bal_sd,per_n_bal_min,per_n_bal_p10,per_n_macro_f1_mean,per_n_n_test_total,per_n_n_folds
10,105.0,600.0,600.0,hr_baseline,0.11296296296296296,binary,rf,clean,32,0.8255733557219511,0.1552479675890596,0.5,0.6165645919384702,0.806386821750914,4696,15,0.8385734640905191,0.15230455379560556,0.5,0.6165645919384702,0.8223443468569179,6046,15
15,130.0,600.0,600.0,hr_baseline,0.08333333333333333,binary,rf,clean,32,0.8344355250386428,0.15790280216493144,0.5,0.6289635854341736,0.8224781778287031,4696,15,0.8404695080385269,0.15907305916849335,0.5,0.6289635854341736,0.8351721137014445,5971,15
20,155.0,600.0,600.0,hr_baseline,0.07222222222222222,binary,rf,clean,32,0.8580218849599126,0.1490359730379945,0.4945054945054945,0.6468166927788065,0.8483618367641037,4696,15,0.8652527889540538,0.15052070765031889,0.4961832061068702,0.6468166927788065,0.8609280165343487,5896,15
25,180.0,600.0,600.0,hr_baseline,0.06851851851851852,binary,rf,clean,32,0.8345736182942877,0.1524645239060023,0.49725274725274726,0.6080045577553055,0.8218501673540846,4696,15,0.841483122234155,0.15438027229149695,0.4980544747081712,0.6080045577553055,0.8335413905211797,5821,15
30,205.0,600.0,600.0,hr_baseline,0.06851851851851852,binary,rf,clean,32,0.8617650164184398,0.14245662654672245,0.49725274725274726,0.6703461045435124,0.8521206862439432,4696,15,0.8691633203103949,0.1438701281827256,0.498015873015873,0.6703461045435124,0.8633058259696595,5746,15
40,255.0,600.0,600.0,hr_baseline,0.06851851851851852,binary,rf,clean,32,0.8661328715822642,0.13121109914946594,0.5752212389380531,0.667044652628999,0.8633200056650332,4696,15,0.8707830367828835,0.13241581936371294,0.5752212389380531,0.6687968063179084,0.8724706864060386,5596,15
50,305.0,600.0,600.0,hr_baseline,0.07037037037037037,binary,rf,clean,32,0.8735573892837285,0.15376156442715241,0.5663716814159292,0.6003015013796804,0.865253079902325,4696,15,0.8775563603315936,0.15400080068807473,0.5663716814159292,0.6020694420722552,0.8729227027509854,5446,15
75,430.0,600.0,600.0,hr_baseline,0.08333333333333333,binary,rf,clean,32,0.8747590133208416,0.1488723394726218,0.5720338983050848,0.6144542772861357,0.8661977203295746,4696,15,0.8763237916547367,0.14926432295057182,0.5720338983050848,0.6144542772861357,0.8694099166553131,5071,15
100,555.0,600.0,600.0,hr_baseline,0.07777777777777778,binary,rf,clean,32,0.9008682876695018,0.11196700273833969,0.6313559322033898,0.7380250035117292,0.8997230946072137,4696,15,0.9008682876695018,0.11196700273833969,0.6313559322033898,0.7380250035117292,0.8997230946072137,4696,15
